DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): trapi.research.microsoft.com:443
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3915
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 2663
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 2754
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5259
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5326
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): trapi.research.microsoft.com:443
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3783
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3039
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5119
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5467
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5776
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): trapi.research.microsoft.com:443
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3549
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 4412
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 2643
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3357
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 7906
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 4269
DEBUG:urllib3.connectionpool:Resetting dropped connection: trapi.research.microsoft.com
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 4454
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): trapi.research.microsoft.com:443
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3275
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 4014
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3130
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 3632
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 7268
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 7792
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 7386
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 7606
DEBUG:urllib3.connectionpool:Resetting dropped connection: trapi.research.microsoft.com
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 4630
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5205
DEBUG:urllib3.connectionpool:https://trapi.research.microsoft.com:443 "POST /redmond/interactive/openai/deployments/o4-mini_2025-04-16/chat/completions?api-version=2025-03-01-preview HTTP/1.1" 200 5528
